"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"T2HDJSKB","journalArticle","2007","Braem, C; Blaschke, T; Panek-Minkin, G; Herrmann, W; Schlupp, P; Paepenmüller, T; Müller-Goyman, C; Mehnert, W; Bittl, R; Schäfer-Korting, M; Kramer, KD","Interaction of drug molecules with carrier systems as studied by parelectric spectroscopy and electron spin resonance","J Control Release","","1873-4995","S0168-3659(07)00069-7 [pii] 10.1016/j.jconrel.2007.01.017","http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&dopt=Citation&list_uids=17382423","","2007","2017-05-05 17:10:54","2017-05-05 17:10:54","","128-35","","1","119","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F6ZX5PUZ","journalArticle","1999","Boyd, L C; Drye, N C; Hansen, A P","Isolation and characterization of whey phospholipids","J Dairy Sci","","0022-0302","S0022-0302(99)75509-8 [pii] 10.3168/jds.S0022-0302(99)75509-8","http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&dopt=Citation&list_uids=10629800","","1999","2017-05-05 17:10:54","2017-05-05 17:10:54","","2550-7","","12","82","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N86HV83V","journalArticle","2007","Blaschke, T; Kankate, L; Kramer, K D","Structure and dynamics of drug-carrier systems as studied by parelectric spectroscopy","Adv Drug Deliv Rev","","0169-409X","S0169-409X(07)00037-3 [pii] 10.1016/j.addr.2007.04.003","http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&dopt=Citation&list_uids=17573146","","2007","2017-05-05 17:10:54","2017-05-05 17:10:54","","403-10","","6","59","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RTUBHWNP","journalArticle","2013","Bezlyepkina, N.; Gracià, R. S.; Shchelokovskyy, P.; Lipowsky, R.; Dimova, R.","Phase diagram and tie-line determination for the ternary mixture DOPC/eSM/cholesterol","Biophys J","","1542-0086","10.1016/j.bpj.2013.02.024","http://www.ncbi.nlm.nih.gov/pubmed/23561522","","2013","2017-05-05 17:10:54","2017-05-05 17:10:54","","1456-64","","7","104","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EF9C8ZHN","journalArticle","2005","Besshoh, S.; Bawa, D.; Teves, L.; Wallace, M. C.; Gurd, J. W.","Increased phosphorylation and redistribution of NMDA receptors between synaptic lipid rafts and post-synaptic densities following transient global ischemia in the rat brain","J Neurochem","","0022-3042","JNC3009 [pii] 10.1111/j.1471-4159.2004.03009.x","http://www.ncbi.nlm.nih.gov/pubmed/15773918","","2005","2017-05-05 17:10:54","2017-05-05 17:10:54","","186-94","","1","93","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9GD4RB4R","journalArticle","2004","Berquand, A; Mingeot-Leclercq, M P; Dufrêne, Y F","Real-time imaging of drug-membrane interactions by atomic force microscopy","Biochim Biophys Acta","","0006-3002","S0005273604001312 [pii] 10.1016/j.bbamem.2004.05.010","http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&dopt=Citation&list_uids=15328052","","2004","2017-05-05 17:10:54","2017-05-05 17:10:54","","198-205","","2","1664","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UFS9DBV3","book","2007","Berg, J M; Tymoczko, J L; Stryer, L","Bioquímica","","","","","","","2007","2017-05-05 17:10:54","2017-05-05 17:10:54","","","","","","","","","","","","","Guanabara-Koogan","Rio de Janeiro","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6ª","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9BM29IHV","journalArticle","2012","Cai, M.; Zhao, W.; Shang, X.; Jiang, J.; Ji, H.; Tang, Z.; Wang, H.","Direct evidence of lipid rafts by in situ atomic force microscopy","Small","","1613-6829","10.1002/smll.201102183","http://www.ncbi.nlm.nih.gov/pubmed/22351491","","2012","2017-05-05 17:10:54","2017-05-05 17:10:54","","1243-50","","8","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UJSIZ8S7","journalArticle","2011","Cabrera, M. P.; Alvares, D. S.; Leite, N. B.; de Souza, B. M.; Palma, M. S.; Riske, K. A.; Neto, J. R.","New insight into the mechanism of action of wasp mastoparan peptides: lytic activity and clustering observed with giant vesicles","Langmuir","","1520-5827 (Electronic)0743-7463 (Linking)","10.1021/la202608r","http://dx.doi.org/10.1021/la202608r","","2011","2017-05-05 17:10:54","2017-05-05 17:10:54","","10805-13","","17","27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8Q5CJZSI","book","2001","Bhairi, S. M.","Detergents - A guide to the properties and uses of detergents in biological systems","","","","","","","2001","2017-05-05 17:10:54","2017-05-05 17:10:54","","","","","","","","","","","","","Calbiochem-Novabiochem Corporation La Jolla","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XNH78F2P","journalArticle","2013","Barbosa, Raquel Melo; Casadei, Bruna Renata; Goncalves da Silva, Camila Moraes; Itri, Rosangela; Barbosa, Leandro; de Paula, Eneida","Spin Label and SAXS Study of Cetylpalmitate Solid Lipid Nanoparticles Loaded with Dibucaine","Biophysical Journal","","0006-3495","","","","2013","2017-05-05 17:10:52","2017-05-05 17:10:52","","344A","","2","104","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BCPM9BAR","journalArticle","2006","Benga, G","Water channel proteins: from theis discovery in 1985 in Cluj-Napoca, Romania, to the 2003 Nobel Prize in Chemistry","Cell Mol Biol","","0145-5680","DOI 10.1170/T744","http://www.ncbi.nlm.nih.gov/pubmed/17543216","","2006","2017-05-05 17:10:52","2017-05-05 17:10:52","","10-19","","7","52","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B94EFPH5","journalArticle","2011","Batista, T. M.; Ribeiro, R. A.; Amaral, A. G.; de Oliveira, C. A.; Boschero, A. C.; Carneiro, E. M.","Taurine supplementation restores glucose and carbachol-induced insulin secretion in islets from low-protein diet rats: involvement of Ach-M3R, Synt 1 and SNAP-25 proteins","J Nutr Biochem","","1873-4847","S0955-2863(11)00041-6 [pii] 10.1016/j.jnutbio.2010.12.012","http://www.ncbi.nlm.nih.gov/pubmed/21543213","","2011","2017-05-05 17:10:52","2017-05-05 17:10:52","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2JRGIRB8","journalArticle","2007","Bakht, O.; Pathak, P.; London, E.","Effect of the structure of lipids favoring disordered domain formation on the stability of cholesterol-containing ordered domains (lipid rafts): identification of multiple raft-stabilization mechanisms","Biophys J","","1542-0086","S0006-3495(07)71683-1 [pii] 10.1529/biophysj.107.114967","http://www.ncbi.nlm.nih.gov/pubmed/17766350","","2007","2017-05-05 17:10:52","2017-05-05 17:10:52","","4307-18","","12","93","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q2C8F66B","journalArticle","2003","Bagatolli, L. A.","Direct observation of lipid domains in free standing bilayers: from simple to complex lipid mixtures","Chem Phys Lipids","","0009-3084","","http://www.ncbi.nlm.nih.gov/pubmed/12598044","","2003","2017-05-05 17:10:52","2017-05-05 17:10:52","","137-45","","1-2","122","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VCEUEMW5","bookSection","2013","Arapulisamy, O.; Mannangatti, P.; Jayanthi, L. D.","Regulated Norepinephrine Transporter Interaction with the Neurokinin-1 Receptor Establishes Transporter Subcellular Localization*","J Biol Chem","0021-9258 (Print)1083-351X (Electronic)","","","http://dx.doi.org/10.1074/jbc.M113.472878","","2013","2017-05-05 17:10:52","2017-05-05 17:10:52","","28599-610","","","288","","","","","","","","","","","","","","","","","DOI: 10.1074/jbc.M113.472878","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9SPHMBGB","journalArticle","2008","Aranda, S.; Riske, K. A.; Lipowsky, R.; Dimova, R.","Morphological transitions of vesicles induced by alternating electric fields","Biophys J","","1542-0086 (Electronic)0006-3495 (Linking)","10.1529/biophysj.108.132548","http://dx.doi.org/10.1529/biophysj.108.132548","","2008","2017-05-05 17:10:52","2017-05-05 17:10:52","","L19-21","","2","95","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EBE7VGM2","book","1986","","","","","","","","","1986","2017-05-05 17:10:52","2017-05-05 17:10:52","","","301-311","","81","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4Z8R72HW","journalArticle","1962","Androes, G. M.; Calvin, M.","Electron Paramagnetic Resonance in Biology","Biophys J","","0006-3495 (Print)1542-0086 (Electronic)","","http://dx.doi.org/","","1962","2017-05-05 17:10:52","2017-05-05 17:10:52","","217-58","","2 Pt 2","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"429I4ISB","journalArticle","2013","Alaarg, A.; Schiffelers, R. M.; van Solinge, W. W.; van Wijk, R.","Red blood cell vesiculation in hereditary hemolytic anemia","Front Physiol","","1664-042X (Electronic)1664-042X (Linking)","10.3389/fphys.2013.00365","http://dx.doi.org/10.3389/fphys.2013.00365","","2013","2017-05-05 17:10:52","2017-05-05 17:10:52","","365","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VV8J7XSC","journalArticle","2007","Baumgart, T; Hunt, G; Farkas, E R; Webb, W W; Feigenson, G W","Fluorescence probe partitioning between Lo/Ld phases in lipid membranes","Biochim Biophys Acta","","0006-3002","S0005-2736(07)00185-X [pii] 10.1016/j.bbamem.2007.05.012","http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&dopt=Citation&list_uids=17588529","","2007","2017-05-05 17:10:52","2017-05-05 17:10:52","","2182-94","","9","1768","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5BKIR2ZK","journalArticle","1983","Bally, M. B.; Tilcock, C. P.; Hope, M. J.; Cullis, P. R.","Polymorphism of phosphatidylethanolamine-phosphatidylserine model systems: influence of cholesterol and Mg2+ on Ca2+-triggered bilayer to hexagonal (HII) transitions","Can J Biochem Cell Biol","","0714-7511","","http://www.ncbi.nlm.nih.gov/pubmed/6883167","","1983","2017-05-05 17:10:52","2017-05-05 17:10:52","","346-52","","6","61","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5ZIWGQZD","journalArticle","2010","Atkinson, J.; Harroun, T.; Wassall, S. R.; Stillwell, W.; Katsaras, J.","The location and behavior of alpha-tocopherol in membranes","Mol Nutr Food Res","","1613-4133 (Electronic)1613-4125 (Linking)","10.1002/mnfr.200900439","http://dx.doi.org/10.1002/mnfr.200900439","","2010","2017-05-05 17:10:52","2017-05-05 17:10:52","","641-51","","5","54","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VFM6GI2E","book","1998","","","","","","","","","1998","2017-05-05 17:10:52","2017-05-05 17:10:52","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7U7CPB8H","journalArticle","2004","An, X.; Guo, X.; Sum, H.; Morrow, J.; Gratzer, W.; Mohandas, N.","Phosphatidylserine binding sites in erythroid spectrin: location and implications for membrane stability","Biochemistry","","0006-2960 (Print)0006-2960","10.1021/bi035653h","http://dx.doi.org/10.1021/bi035653h","","2004","2017-05-05 17:10:52","2017-05-05 17:10:52","","310-5","","2","43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BKAKJPG4","journalArticle","2009","Almeida, P. F.","Thermodynamics of lipid interactions in complex bilayers","Biochim Biophys Acta","","0006-3002","S0005-2736(08)00245-9 [pii] 10.1016/j.bbamem.2008.08.007","http://www.ncbi.nlm.nih.gov/pubmed/18775410","","2009","2017-05-05 17:10:52","2017-05-05 17:10:52","","72-85","","1","1788","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HDA9WA4H","journalArticle","2008","Abi-Rizk, G.; Besson, F.","Interactions of Triton X-100 with sphingomyelin and phosphatidylcholine monolayers: influence of the cholesterol content","Coll Surf B Bioin","","0927-7765","S0927-7765(08)00220-8 [pii] 10.1016/j.colsurfb.2008.06.002","http://www.ncbi.nlm.nih.gov/pubmed/18644701","","2008","2017-05-05 17:10:52","2017-05-05 17:10:52","","163-7","","2","66","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SBNMKDFW","journalArticle","2014","","Spectrins: A structural platform for stabilization and activation of membrane channels, receptors and transporters ☆","","","","10.1016/j.bbamem.2013.05.002","http://dx.doi.org/10.1016/j.bbamem.2013.05.002","","2014","2017-05-05 17:10:52","2017-05-05 17:10:52","","620–634","","2","1838","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
